,y
8454,0
38701,0
10351,0
20322,1
52502,0
7090,0
31454,0
2342,0
62478,0
5108,0
60084,1
66085,0
99051,0
86338,0
111983,0
3921,0
99480,0
11502,0
85471,1
78456,0
74417,0
12756,1
7841,0
7064,0
87850,0
48972,0
27444,0
22728,0
48911,1
100724,0
5573,1
29159,0
35946,0
31721,0
13094,0
55474,0
91027,0
16350,0
99977,0
78391,0
14485,0
26770,0
14072,0
115502,1
49641,0
49483,0
84667,0
45997,0
56672,0
96179,0
17561,0
36634,0
6687,0
490,1
57613,1
106293,1
2076,0
22097,1
73868,0
79364,1
17464,0
4809,0
104260,1
6342,0
57514,0
63286,0
29112,0
53335,0
7825,0
47122,0
50626,0
106860,0
53782,0
66800,0
17519,0
23663,0
15867,0
12421,0
83229,0
25702,0
52262,0
63143,0
44017,0
26482,0
13859,1
42671,0
42776,0
23015,0
20246,1
79247,0
7599,0
105727,1
84202,0
250,0
24886,0
2631,1
53752,0
62918,0
79797,0
96770,0
24566,0
8953,1
84527,0
99130,0
52195,1
40645,0
3761,0
37583,1
10528,0
72323,0
26725,0
44504,0
17613,0
72583,0
50791,0
27570,0
95382,0
55453,0
105535,0
71253,1
31231,0
21494,1
93266,0
126866,0
101410,0
63319,0
100960,0
48254,0
46802,0
8013,1
11505,1
35539,0
13460,0
31447,0
79898,0
20763,0
85426,0
36928,0
102180,0
18974,0
81555,0
9745,0
78378,0
113411,0
20588,0
71513,0
95264,0
81967,0
50431,0
107044,0
14886,0
22524,0
64956,0
15880,1
8870,0
63783,0
45115,0
42911,0
47493,0
10597,0
49580,0
22640,0
29700,0
29692,0
72535,0
34558,0
10685,0
17262,0
37145,0
111070,0
42063,0
108659,1
44988,0
35100,0
66389,0
100309,1
55183,0
15928,0
29372,0
26569,0
56182,0
92498,0
80495,0
89306,0
36704,0
38602,0
35061,0
37584,1
72729,1
13657,0
100953,0
8897,0
15421,0
46785,1
101037,0
39565,0
36323,0
104777,0
46187,0
80693,1
40342,0
733,1
51630,0
8914,0
84612,0
92915,1
62028,0
55673,0
3419,0
5136,0
7310,1
39867,0
45013,0
98581,0
35355,0
87109,0
52852,0
94016,0
20886,0
113509,0
101558,1
53080,1
19858,0
34195,0
88106,1
13303,0
48825,0
58718,0
29034,0
20757,1
27716,1
9735,0
104490,0
15814,1
97320,0
93677,0
63931,0
83552,0
93035,0
43527,0
12712,0
19119,1
76808,0
73013,0
65473,0
84375,0
43153,0
14920,0
63952,0
69440,0
866,0
82402,0
73286,0
113139,1
82344,0
38051,0
45237,1
41427,0
14199,0
79831,1
38743,0
77085,1
35795,0
6507,0
45767,0
46317,0
65385,0
69755,0
21517,1
90276,0
29796,0
101881,0
1204,0
83921,1
1975,0
83678,0
21420,0
52301,0
3039,0
75644,0
45745,0
14443,0
49994,0
50052,1
65833,1
70518,0
102758,0
70538,0
82897,0
50850,0
32272,0
73126,0
32978,0
17234,0
68944,0
69324,0
92919,0
50875,0
10243,0
8873,0
70721,0
95542,0
44524,0
71095,0
51659,0
20109,0
70267,1
31934,1
92544,0
94900,0
111796,1
80694,1
75885,0
85394,0
78714,0
45934,1
117184,0
26165,0
92147,0
71303,0
32868,0
69195,0
23996,0
62475,0
38522,0
11346,0
53073,0
106612,0
78242,0
31913,0
6489,0
67541,0
73389,1
32911,0
53144,0
54400,0
31131,0
125074,0
59429,1
38847,0
92187,0
4777,0
10958,1
2123,0
70287,1
25649,0
54524,0
36756,0
88006,1
101054,0
62392,0
33101,0
93243,1
82808,0
19649,0
37956,1
63476,1
68505,0
68990,0
18392,0
89105,0
49637,0
18696,0
24258,0
37375,0
116109,1
90430,0
108964,0
18568,0
12978,0
44227,0
38930,0
59195,0
11959,0
50987,0
81576,0
25007,0
96068,0
26351,1
7369,0
23319,0
56783,0
110894,0
95997,0
106556,0
37872,1
15239,0
9078,0
6179,1
10514,0
56469,0
69833,0
96712,0
78208,1
56494,0
21776,0
34668,0
15555,1
74226,0
24368,0
28793,0
72155,0
5364,0
51408,0
31642,0
97408,0
80702,0
76192,0
69930,0
68689,0
53326,0
17052,0
21769,0
82615,0
63678,0
102705,1
49278,0
56379,0
40521,0
33613,0
106011,0
76143,0
56349,0
34263,0
51320,0
4877,0
41393,1
117849,0
9664,0
114297,0
54531,0
76438,0
66902,0
38706,0
16193,0
73243,0
12526,0
47455,0
106134,0
7348,0
53831,1
62935,0
34425,0
9752,0
9600,0
72450,1
124322,0
12775,1
41030,0
9966,1
26724,0
62170,0
32200,0
12575,1
2893,0
21625,0
122974,1
54206,0
2521,0
37546,0
40124,1
113882,0
60070,1
1890,0
88659,1
80424,0
77454,0
99618,0
45937,1
65026,0
85810,0
48125,0
751,0
84997,1
31123,0
4258,0
88345,0
46305,0
69678,0
41007,1
30618,0
58952,0
33969,0
70561,0
73797,0
24553,0
116066,0
10867,1
95613,1
15075,0
14084,0
54765,0
29945,0
85701,0
80928,0
101147,0
62977,0
100386,0
35254,0
38449,0
24074,0
126581,1
35069,0
53143,0
45782,0
32596,1
6571,0
22045,0
55795,0
55752,0
86963,0
92384,0
69033,0
50009,0
69445,0
94188,0
38675,0
95156,0
59532,0
103729,0
117313,0
55818,0
29649,1
16652,0
9003,1
46268,0
16307,1
87012,0
102875,0
92735,0
113308,0
96306,0
84818,0
11546,0
80265,0
87742,0
2333,1
20128,0
83581,0
21120,0
38843,1
97347,1
36960,0
77695,0
86803,0
26629,0
27713,1
88457,0
24341,0
6234,0
81219,1
34869,0
57058,0
30966,0
47795,0
60080,0
80836,0
25478,1
78300,0
25852,0
61023,0
71511,0
20344,0
70300,0
45999,0
68830,0
47915,0
65104,1
55905,0
41109,0
24327,0
11447,1
7805,0
41044,0
42828,0
36899,1
114828,0
90667,0
80449,0
100611,0
113007,0
21521,1
25139,0
43399,0
71613,0
52132,0
86214,0
78610,0
104097,0
32893,0
17953,1
73029,0
74383,0
47326,0
14291,0
87697,1
106304,1
125130,0
94376,0
43542,0
37912,0
55487,0
11082,0
17674,1
81720,0
71103,0
9520,0
30760,0
11769,0
55957,0
47726,0
12731,1
43732,0
54760,0
28293,0
87338,0
46520,0
2033,0
44211,0
74879,0
57920,0
114482,1
8237,0
85315,0
103023,0
15058,0
99559,1
101039,1
54177,1
72859,0
93729,0
20203,0
14377,0
43460,0
14850,0
80664,0
18932,0
40898,0
95892,0
21818,0
61350,1
107416,0
46114,0
31578,1
31219,1
105149,0
106354,1
95996,0
34945,0
52139,0
81205,0
7633,0
19115,0
25835,1
96946,0
90522,0
6898,1
98511,0
6626,0
100421,0
14554,0
24862,0
79251,1
70813,0
26352,1
43607,0
16467,1
47916,0
65285,1
33958,0
69296,0
27973,0
36115,0
58300,0
9946,0
17496,0
78676,0
32176,0
7972,0
19680,0
114398,0
18592,0
89382,0
110320,0
95612,1
38021,0
40830,0
23323,1
2303,0
18390,0
84076,0
49642,0
74819,1
42743,1
13807,0
59913,0
47113,0
23946,0
100530,1
67175,1
23944,1
41343,0
113627,0
1336,0
15593,0
102200,0
19479,0
3388,0
20542,0
73146,0
51610,0
18458,0
122298,1
56633,0
37467,0
88516,0
30931,0
15609,1
85302,0
24873,1
16064,0
96436,0
6333,0
28466,0
28433,1
108897,0
7465,0
6561,0
108843,1
80979,1
31744,0
82115,0
29406,0
101763,1
43103,0
127361,1
27997,0
9662,1
15583,1
8907,1
86924,0
66802,0
85395,0
102158,0
55377,0
98777,1
6381,0
46243,1
8703,0
66037,0
28094,0
42022,1
71911,0
60754,0
10045,0
59834,0
81086,1
40373,0
49951,0
66436,0
67084,0
69020,0
59615,1
94663,0
47432,0
62878,0
65850,0
14567,0
29058,1
56727,0
40079,1
6925,1
42995,0
89144,0
83298,0
79079,0
74793,0
49974,1
42785,0
24800,0
75564,1
37113,0
22085,0
42735,0
86925,0
22166,0
57085,0
20831,0
19842,0
82525,0
100986,0
28850,0
80983,1
47899,0
15580,0
62891,0
79167,0
31719,0
38857,0
54382,1
13438,0
79307,0
70140,0
37271,0
64407,0
28133,0
23912,0
50315,1
51733,0
97820,0
23589,1
42659,1
9604,1
20631,0
91421,0
98716,0
54441,1
109716,0
43518,0
82390,0
72953,0
50132,0
55473,0
108033,0
49582,0
2806,0
88924,0
43352,0
80711,0
95418,0
14660,1
99503,1
52136,0
47768,0
66961,0
39344,0
54075,0
79442,0
11020,0
54948,0
33818,0
59422,0
106295,1
107609,0
96036,0
69651,0
101035,0
18514,0
31627,0
29709,0
45544,1
14036,0
12820,0
96931,0
13495,0
49382,0
74540,1
88028,0
102817,1
104414,1
66061,0
14726,1
70100,0
60406,0
63896,0
87687,0
68347,0
32426,0
22406,0
63426,0
8369,0
106464,0
36616,0
32472,0
83436,0
80840,0
51240,0
81366,0
14442,0
108157,0
30831,1
4068,1
4896,1
8129,0
10288,0
47646,0
103816,0
37094,1
10772,0
37164,1
46110,0
7665,0
18586,0
22016,0
33714,0
50979,1
54188,0
56791,1
15006,0
52534,0
78826,0
54767,0
46814,0
78693,0
40649,0
14079,0
12887,0
13638,0
47885,0
96776,0
38720,0
31493,0
53619,0
99867,0
19032,0
43398,0
41266,0
85537,0
28699,0
50477,1
33812,0
97211,1
52266,0
23541,1
64100,0
122463,0
16068,1
28290,0
31632,0
775,0
20205,0
90662,0
65082,1
29130,1
105179,0
104983,0
45459,0
36175,0
38893,0
44640,0
60220,0
63598,0
1071,0
106671,0
63443,0
83472,0
34868,1
4312,0
40089,0
58710,1
62851,1
109839,0
95982,0
98741,0
78355,0
29402,0
48071,0
22814,0
24669,0
36491,0
40369,0
767,0
31989,0
117330,0
1965,0
63601,0
98116,0
22052,0
50060,0
74129,0
117306,0
72586,0
109844,1
86621,0
97238,1
65820,1
95934,0
1595,0
21125,0
113242,0
72024,0
34812,0
11671,0
37100,1
97411,0
58184,1
11541,0
50111,0
20622,1
121917,0
103530,0
107946,0
1296,0
101550,0
71014,0
91182,0
46313,0
93967,0
11358,0
100872,0
82367,0
90545,1
10684,0
96097,1
59655,0
46331,1
92781,0
76521,0
30852,1
39238,0
38750,0
104332,0
60479,1
85700,0
4981,0
24250,0
16447,0
52711,0
10932,1
109217,0
34815,0
24910,0
92534,0
110594,0
114797,0
16223,0
70275,0
56696,0
35430,0
92112,1
117690,0
57081,0
90313,0
3732,0
13297,0
95485,0
63943,0
55549,1
22517,1
76062,0
79342,0
37326,0
18953,0
31593,0
39793,0
13860,0
103694,0
46794,0
22747,0
25345,0
48779,0
52937,0
27530,1
102662,0
112219,0
63940,0
32904,0
13846,1
107493,1
27838,0
24331,0
52407,0
99073,1
12312,0
70825,0
89810,1
26412,0
17458,0
54756,0
96233,1
11548,0
4597,0
30018,0
107005,1
30151,1
27844,0
17917,0
81905,0
28572,0
27323,0
43447,0
70023,0
96077,0
120859,1
38735,1
87959,0
70162,0
50438,0
18103,0
34424,0
51328,0
47463,0
114191,1
105480,0
81392,0
51042,1
58188,1
103315,0
98192,0
55378,0
27914,0
87892,0
47518,0
95374,0
74373,0
115445,0
1017,0
27935,1
64260,1
54561,1
65828,0
94594,1
31412,0
67018,0
80600,0
100672,0
70012,0
13504,0
20236,1
29458,0
8537,0
75181,0
98224,1
71402,0
83417,0
31175,0
115133,0
110293,0
11415,0
96133,1
34160,0
59517,0
39820,0
75794,0
26697,0
106708,0
66309,0
29806,0
96990,0
82426,0
76313,0
7854,0
101104,1
72139,0
104134,0
75827,0
105501,0
25085,0
66288,0
98135,0
36010,0
77510,0
109423,0
72406,0
30839,0
1345,1
6307,0
32428,0
59337,0
49297,1
119384,0
61253,1
29838,1
18924,0
41768,0
31844,0
97841,0
36213,0
83076,0
71918,1
24480,0
63406,0
68585,0
72989,0
29354,1
41998,1
102034,0
51662,1
26311,0
646,0
19309,0
86656,0
40125,1
55631,0
43084,0
7832,0
95718,0
80445,1
102224,0
102101,0
49474,0
17347,0
112883,0
31377,0
78682,0
86370,0
104943,0
84308,0
23451,0
36631,0
85935,0
27986,0
36376,0
11690,1
11816,0
76219,0
31174,0
97494,0
99727,0
54819,0
30874,0
562,0
46204,1
103709,0
81801,0
74564,0
62125,1
31589,0
9138,0
33088,0
97133,0
1310,0
107532,1
97378,0
16340,0
72699,0
22862,0
57160,0
21047,0
43172,0
111074,0
62516,0
75344,0
42211,1
18814,0
66975,1
124011,0
38705,0
101085,0
28989,0
10810,0
108856,0
70115,0
5299,0
60975,0
107366,0
52419,0
53224,0
40194,0
69609,0
33853,0
67630,0
84040,0
11870,0
114520,0
120089,0
77916,1
96449,0
34862,0
39850,0
92394,0
9569,0
60254,0
86710,0
114553,0
50840,1
36317,0
95775,1
27731,0
15377,1
35103,0
17528,0
31103,0
40353,0
35791,0
51779,0
8092,0
9730,1
39168,0
51655,0
84323,0
67409,0
72906,1
7598,0
125578,0
58477,0
5048,0
22214,0
42657,0
29843,0
99904,0
115468,0
95558,0
30674,0
6954,0
5612,0
17787,0
77814,0
86788,1
19651,0
8985,0
37413,0
50696,0
90626,0
35124,0
33089,0
23422,0
76411,0
63927,1
94095,1
10328,0
118045,0
50425,0
83053,0
46357,0
91197,0
38717,0
103622,0
91740,1
14057,1
31365,0
61992,0
40144,0
44000,0
70718,0
99507,0
17119,0
95106,1
48893,0
9588,0
81437,0
28975,1
5763,0
96685,0
43428,0
115006,0
4037,0
55392,1
88956,1
96709,0
56410,0
78226,0
8022,0
88514,0
17815,0
71606,0
58094,1
67634,0
181,0
63649,0
71811,0
82963,0
46845,0
97344,0
9201,0
26555,1
88173,0
41430,0
98388,0
70958,0
48621,1
12691,0
67550,0
113279,0
66125,0
6823,0
88303,0
72281,0
73594,0
59650,0
97227,0
6554,0
25995,0
9497,0
39159,0
72883,0
72349,0
6020,0
24179,0
17453,0
7567,0
87499,0
496,0
110831,0
27943,0
68960,0
100594,0
97058,0
18004,0
85992,1
69506,0
80924,0
14122,0
93095,0
33851,0
5935,0
72933,0
27114,0
26293,1
85689,0
28380,0
15645,0
5361,1
86486,0
82296,0
70752,0
71218,0
11336,0
61566,0
72271,0
103868,0
64388,1
19083,0
3643,0
112983,1
33667,1
25656,0
75116,1
80353,1
15240,0
10171,0
100482,0
102427,1
7111,1
67165,0
115343,0
103604,0
7263,0
5328,1
86719,0
36070,0
80691,1
54026,0
110750,0
40270,0
21794,0
613,0
9391,0
34193,0
76245,0
12088,0
92972,0
46325,0
7168,1
42991,0
22048,0
92184,0
38633,1
44568,0
63791,0
111292,0
88410,1
11965,0
18120,0
7645,0
45489,1
78903,0
86709,0
41870,0
46627,0
22772,0
88916,0
33899,0
106013,0
30213,0
104426,0
56234,0
15265,1
58712,0
77131,0
115123,0
14574,1
53096,0
4162,1
32523,0
67909,0
18203,0
33508,0
29634,0
89190,0
7549,0
31236,0
38412,0
67923,0
76223,0
47105,0
14117,0
94015,0
26762,0
45513,0
28574,0
61706,0
73093,0
96273,0
82944,0
12795,0
11323,0
10709,0
14597,1
75268,0
94568,0
26424,0
51520,0
84037,0
15041,0
91961,0
12234,0
33935,1
25087,1
33492,0
71084,0
8593,1
63007,0
86472,0
40535,0
93926,0
99071,1
70498,0
33423,0
65325,0
105582,0
114597,0
61657,0
83123,0
15894,0
100567,0
123943,1
31152,1
17328,0
78273,0
72697,0
21762,0
109786,1
82282,0
71726,0
42266,0
39784,0
5516,0
7843,0
25744,0
110883,0
85555,0
9610,0
93112,0
57504,0
76160,0
12727,1
33637,0
7440,0
113158,0
113318,0
73474,0
78912,1
12233,0
15344,0
41108,0
53653,0
71626,0
15542,0
102334,0
37752,0
29056,1
73942,1
96018,0
87709,0
45358,0
85671,0
85971,0
49616,0
61412,1
67881,0
15122,0
8176,0
35600,0
83677,0
78896,0
92941,0
84046,0
8635,1
41544,0
81299,0
61071,0
9047,0
112478,0
39853,1
24429,0
22173,0
116232,0
6934,0
58660,0
18409,0
57210,0
61241,0
48876,0
50984,0
62880,0
96065,0
127003,0
77484,1
96642,0
109367,1
39838,0
91547,1
40981,0
9172,0
2885,0
3317,0
70932,0
3390,0
5085,0
26585,0
64056,0
5548,0
70282,0
71657,0
52,0
29978,0
108788,0
39596,0
59575,0
48047,0
28645,0
39474,0
97985,1
67483,0
24966,0
63594,1
47332,0
17809,0
2332,1
29736,0
35752,0
35340,0
46651,0
25422,0
36685,0
71007,0
21890,0
86732,0
56368,0
71775,0
62746,0
33894,0
5043,0
51234,0
30407,0
31162,0
74603,0
29792,0
34911,0
70703,0
107439,0
84113,0
7055,0
36443,1
21449,0
25826,0
101613,0
111579,0
22882,0
101648,1
37927,0
49506,0
35313,0
68419,1
19623,1
51205,0
43216,0
21938,0
57368,0
17854,0
44226,0
56230,0
53636,0
36201,0
94326,0
1794,0
60366,0
50446,0
23131,0
94332,0
81270,0
104744,0
17447,0
55740,0
30826,0
95507,0
12744,0
51816,0
37665,0
23405,1
28416,0
118813,1
89202,0
41831,0
42078,0
95100,0
100085,0
30789,0
86461,0
107406,0
113439,0
79722,0
104114,0
48887,0
25203,0
29855,0
18635,0
99198,0
89718,1
106521,0
11943,0
24251,0
96226,0
50800,0
32276,0
30210,0
80680,1
56943,0
84141,0
87819,0
104316,0
64698,0
46151,0
83406,0
1298,0
39207,0
52087,0
22114,0
52984,0
82665,0
71009,1
24011,0
56358,0
38965,0
105068,0
34626,0
16261,0
72405,0
86173,0
76116,0
1471,0
50586,0
81123,0
20309,0
17490,0
24216,0
79579,0
86517,1
113229,1
105944,0
52605,0
25328,0
30962,0
44247,1
4173,1
26441,0
23203,0
82090,0
58256,0
21274,0
58915,0
82168,1
76317,0
110954,1
28801,0
12226,1
14174,0
107073,0
88454,0
16349,0
24538,0
16041,1
26220,0
89156,0
103440,0
28979,0
105437,0
50109,0
99584,0
104275,1
94073,0
21543,0
78053,1
18109,0
6450,0
52555,0
28143,0
107388,0
6729,0
98746,0
55164,1
115030,0
45533,1
83206,0
15090,0
27060,0
53835,1
3226,1
11177,0
41566,0
92224,0
92393,0
31331,1
60385,0
36418,0
26958,0
109685,0
92050,1
67241,0
17018,0
76415,0
84535,0
4582,0
20689,0
55627,0
51236,1
86975,0
92557,0
21863,0
32539,1
127327,1
75435,0
69602,0
3775,0
43940,0
110602,0
70239,0
14247,0
63263,0
23375,0
88756,0
38430,1
14259,1
39570,0
32188,0
83711,0
104,0
48537,0
109428,0
7789,0
4642,0
50808,0
81863,0
102965,0
72910,0
29844,0
2083,0
30982,0
63869,0
82023,0
37590,0
101502,0
35585,1
94441,0
13659,0
26070,0
98985,1
79842,0
38059,1
8640,0
18222,0
79053,1
85941,0
94141,0
49123,0
13635,0
60959,0
45167,0
69370,0
20013,1
36972,0
3914,0
11207,0
75992,0
126582,1
28298,1
20988,0
37751,0
96558,0
106577,0
59669,0
57998,0
31016,0
61891,0
36400,0
76486,0
46560,0
52038,0
12585,0
1442,0
55965,0
99913,0
48992,0
68351,0
43564,0
104842,0
96678,1
77418,0
103663,0
35959,0
40354,0
92138,0
9625,0
105536,0
6615,0
10837,0
92980,0
54638,1
64336,1
59756,0
31734,0
23939,0
95339,0
17207,0
91133,0
65522,0
5345,0
20379,0
85599,0
34540,1
45112,0
71381,0
78737,0
42873,1
16544,0
98757,0
66675,0
60815,0
6424,0
61281,0
58595,1
109551,1
80868,0
96112,0
10215,0
47982,0
376,1
54205,0
66095,0
6567,1
108188,0
67531,1
109696,0
23804,0
956,1
111590,0
21656,0
51082,0
4436,0
8402,0
69443,0
87608,1
61918,0
59283,0
82063,0
69480,0
16135,0
27352,0
99510,0
11149,0
117419,0
106746,0
21267,0
25391,0
11945,0
300,0
89528,0
54490,0
76003,0
86888,0
24943,0
60155,0
71609,0
61331,0
110151,0
58975,0
119233,0
40968,1
47056,0
36568,0
73754,0
80815,0
91068,0
105652,0
97023,0
51403,0
101909,1
67514,1
100870,0
73523,1
91482,0
51178,1
79717,0
64564,0
35041,1
46974,0
43511,0
92745,0
41078,0
9696,0
58092,1
115152,0
70217,0
63310,0
40174,0
75745,0
14495,0
689,0
39407,1
81157,0
95610,0
84269,1
37398,0
85062,0
30604,0
24329,0
13505,0
104213,0
26525,0
5324,0
76061,0
54448,0
78964,0
87782,0
32657,0
64419,0
34829,0
94264,0
72119,0
86981,0
15969,0
65592,0
115605,0
11338,0
30553,0
104370,0
4912,0
24522,0
68771,0
42435,1
75357,0
97780,0
44696,0
55179,0
24043,0
88250,0
15541,0
30265,0
93171,0
28486,0
1610,1
99224,0
41690,0
29291,0
99105,0
109694,0
45290,0
18114,0
25551,0
11303,0
101265,0
39836,0
71902,0
65817,0
11539,0
105918,0
105694,0
2936,0
80570,1
80225,0
53357,0
59604,0
23854,0
27790,1
21983,0
52847,0
93099,0
10005,0
99484,0
20269,0
104761,0
95266,0
57954,0
84732,0
100992,0
68394,0
96297,0
29630,0
35304,0
15956,0
28390,0
14255,0
46482,1
13462,0
3997,0
53715,0
75685,0
60235,0
69517,0
4914,0
23823,0
4033,1
18012,0
96508,0
28779,0
29195,1
26522,0
33401,0
62635,0
72245,0
66649,0
79221,0
102822,0
15687,1
77514,0
46698,0
7082,0
28658,0
64727,0
71058,0
64835,0
34913,0
33700,0
78924,0
39688,1
54947,0
50878,0
89111,0
29834,0
101791,0
71344,0
40730,0
43737,0
39868,0
63808,0
10107,0
21716,0
61621,0
16744,0
8060,0
25265,0
18634,0
22639,0
95265,0
69756,0
37085,0
98663,1
23958,0
4405,0
24921,1
11484,0
74371,0
10194,0
70242,1
26468,1
8645,0
102156,0
87501,0
11361,0
95155,0
75724,0
65234,1
87281,1
45538,0
50734,0
89158,0
109683,0
113498,0
13320,0
127176,0
32394,0
661,0
57907,0
72025,0
58144,0
26502,0
81010,0
100506,0
7798,0
55590,0
17537,0
8231,0
13406,0
31858,0
7706,1
91056,0
119300,1
102335,0
70570,0
80321,0
3170,0
110679,1
40669,0
106951,0
52694,0
85847,0
73622,0
79871,0
98359,0
69193,1
30104,0
119093,0
92198,1
10885,0
25287,0
91733,0
46205,0
32251,0
23346,0
56620,0
54813,0
76169,0
85301,0
5942,0
52641,0
46751,0
9839,1
34288,0
53617,0
82644,0
12318,1
15598,0
106713,0
58845,0
84738,0
63543,1
76744,0
80614,1
14005,1
189,0
58936,0
25012,0
43892,0
100849,0
91717,1
36398,1
32110,0
45037,0
570,0
19860,0
23899,0
94849,1
29795,0
19641,0
72234,0
79742,0
96089,0
127194,0
40996,1
49498,0
74207,0
99287,0
96121,1
66023,0
23149,0
32338,0
73315,1
105710,0
43272,0
10573,1
26398,0
18695,0
49425,0
74160,0
49887,0
31266,0
23112,0
91931,0
7332,1
84608,0
102978,0
67835,0
47003,0
50478,1
22372,0
26411,0
70198,1
30026,0
16509,0
79333,0
20636,0
32173,0
84788,0
22889,0
36116,0
13839,0
101659,0
121401,1
80911,0
106518,0
54928,0
29226,0
50332,0
42643,1
75651,0
68321,0
17915,0
91722,0
36830,1
83807,0
4286,0
85286,0
32130,1
57009,1
124162,0
50483,0
56195,0
84216,0
43276,0
83784,0
24042,0
64086,0
62133,0
115317,0
86361,1
29331,0
91238,0
79389,0
35513,0
100916,1
32128,1
59037,0
67481,0
13351,0
39590,1
28638,0
58658,1
27249,0
98870,0
34612,0
76799,0
97262,0
5195,0
87025,0
34442,0
22932,1
58220,0
14224,0
68945,0
88771,0
9999,0
13119,0
25156,0
44072,0
29848,0
113574,0
6104,1
100215,0
42660,1
79249,0
58522,0
110068,0
9584,0
10073,0
99817,0
5380,0
2259,1
110202,0
100236,0
22616,0
47610,1
78421,0
91130,0
39302,0
43879,1
105815,0
9074,0
55426,0
91502,0
48920,0
10983,0
12600,0
7422,0
39194,0
100414,0
67167,1
73835,0
65904,0
45749,0
38444,0
71495,0
24500,0
82417,0
74561,0
14369,0
109429,0
64495,0
2034,0
18250,0
81878,0
86540,0
22310,0
71718,1
78357,0
117809,0
36492,0
11030,0
38030,1
66941,0
58480,0
17513,0
21231,0
85330,1
17285,0
45044,0
113705,0
1823,0
51044,1
67064,0
85310,0
6976,0
86927,0
32255,1
55587,0
59781,0
72952,0
98677,0
41732,0
50597,0
95386,0
99283,0
71251,0
104043,0
14900,0
95469,0
43119,0
51775,0
3981,0
14581,0
41405,0
111516,0
14810,0
11990,0
52819,0
39815,0
16607,1
94286,0
65927,0
76902,1
57867,0
84885,0
127227,0
82392,1
57123,0
15716,0
73196,1
2068,0
40068,0
86225,0
37237,0
39096,0
23402,0
44876,0
80472,0
27048,0
3781,0
71078,1
65140,0
15952,0
98236,0
82497,1
66829,0
7697,0
39466,0
16396,1
27707,0
36086,0
21649,0
49791,0
73247,0
102584,0
54917,0
115050,0
53396,0
106298,0
94044,0
31770,0
85694,0
80807,0
50892,1
110201,0
69379,1
7663,0
1973,0
80124,0
23542,1
90347,0
82332,0
83080,0
102693,0
93763,0
58801,0
28834,0
93841,0
14682,0
27812,0
56314,0
100784,0
45041,0
100455,0
26956,0
55011,0
14365,0
91368,1
57659,0
92500,1
86492,0
6513,0
18727,0
70341,0
5802,0
14599,1
29535,0
42899,0
42830,0
81466,0
4051,0
35244,0
24661,0
19794,0
44020,1
26749,0
16028,0
70731,0
95710,0
70838,0
26978,0
74706,0
101060,1
69575,0
22224,0
67206,0
9559,0
71734,1
78828,0
12280,0
71181,0
1637,0
92682,0
84741,0
47119,0
77589,0
17020,1
90221,0
25001,0
24839,0
1745,0
85902,1
68772,0
21731,0
41542,0
88725,0
28641,0
3755,0
30469,1
32039,1
87484,1
3065,0
23089,0
50570,0
48787,0
29480,1
95502,0
27807,1
75257,0
84723,0
44818,0
33060,0
15667,0
23377,0
13111,0
16938,0
8379,0
83952,0
52757,1
80574,0
36246,0
24597,0
77598,0
13208,1
3410,0
81703,0
72950,0
11714,0
42645,1
112497,1
66331,0
67060,0
97162,0
43228,1
70298,1
39825,0
21225,0
32348,0
26391,1
53106,0
40732,1
96625,0
100191,0
15172,0
4691,0
98223,0
50094,0
113447,0
85721,0
7756,0
103127,0
94976,0
99248,0
92930,0
5675,0
27313,0
53949,0
13124,0
44806,0
29520,0
14015,1
33402,0
2384,0
74823,0
104592,0
56382,0
73675,0
56631,0
117326,0
82643,0
77105,1
5356,0
102033,0
67700,0
59423,0
37652,0
90338,0
17365,0
17593,0
58422,0
19569,0
113134,1
45024,0
87664,1
49626,0
80301,0
87519,0
111880,1
41774,1
115700,1
16154,0
53976,0
23400,0
3877,0
55626,0
30344,0
28241,1
14582,0
61469,0
39364,0
38073,0
23471,0
43896,0
3115,0
16678,0
30649,0
17933,0
52179,0
89650,0
62161,0
104650,1
30820,0
96699,0
19111,0
3430,0
57760,0
14229,0
73705,0
103652,0
13023,0
19656,0
14220,0
74766,0
1457,0
5808,1
92529,0
11774,0
23974,0
29622,0
89364,0
75275,0
44191,0
28300,1
4564,0
87774,0
108875,0
38953,0
77969,0
75636,0
24009,0
17664,0
21663,0
87810,0
27471,1
51838,0
43124,0
95615,0
54367,0
25570,0
23228,0
33330,1
52040,0
36197,1
4551,0
16924,0
44632,0
93059,0
6788,0
74737,0
21219,0
90823,0
104248,0
246,0
76057,0
81776,0
34842,0
80129,0
80730,1
92347,0
84489,0
37078,0
8684,0
107619,0
21325,0
43794,0
101501,0
50749,0
74354,0
111225,0
27258,1
34061,0
78554,0
12783,0
77168,0
44432,0
61669,0
127031,0
12477,0
50253,0
70263,0
79944,0
124488,0
17237,0
38261,1
53877,0
10437,0
71367,0
96035,0
52484,0
58203,0
53536,0
98115,0
82313,0
98387,0
101658,0
80943,0
67856,0
109550,1
91405,0
123980,0
22657,0
108376,0
109304,0
8925,0
24069,0
67960,0
36145,0
81885,1
55042,0
122148,0
23501,0
64066,0
99949,0
100507,0
102277,0
7824,0
36180,0
20957,0
58448,0
63797,0
94143,0
6313,0
9779,0
12632,0
50662,1
55449,0
33476,0
24187,0
24058,0
80195,0
104003,1
5725,1
113501,1
98172,0
35939,0
49762,0
