,y
58059,0
10905,0
33057,0
25628,0
22038,0
30572,0
57211,0
15357,0
7410,0
2144,0
18280,0
15743,0
60414,0
417,0
36811,0
105423,0
67836,0
38091,0
81837,0
81601,0
103595,0
30096,0
47476,0
17100,0
67825,0
31403,1
27143,1
29334,0
56436,0
43988,0
28081,0
106054,1
79272,1
5636,0
32364,1
70702,0
29824,0
56695,0
67692,1
69057,0
42503,0
50316,0
86014,1
48563,0
78227,0
7480,0
82340,1
4139,0
85342,0
97191,0
94728,0
108082,0
12081,1
49087,1
100317,0
73085,0
104725,0
96969,0
91082,1
44031,0
59654,0
72708,0
104865,0
92423,0
8995,1
26072,0
27002,0
85986,0
27417,0
109891,0
4163,1
25116,0
11319,0
81883,0
17141,0
11691,0
33531,0
90671,0
62136,0
83062,0
66699,0
28980,0
13380,0
18560,0
114659,0
25738,0
3863,0
83719,0
59806,0
30377,0
116522,0
23074,0
78672,0
107564,0
70098,0
30974,0
26409,0
32635,1
39683,0
5595,0
1192,1
55856,0
65671,0
51902,0
10165,1
52143,0
36792,1
68334,0
5370,0
59166,0
23735,0
38929,0
16833,0
79418,1
67771,0
46315,0
124827,0
48749,0
30986,0
15503,0
87822,0
64343,0
82890,0
49778,0
34078,0
16123,0
101820,1
7435,0
38292,0
1461,0
31611,0
12790,0
65302,1
59663,1
101177,1
37404,0
43565,0
119262,0
10956,1
22426,0
111268,0
72146,0
54981,0
13689,0
85751,0
60969,0
102318,0
46703,1
25725,1
50520,0
34368,0
76649,0
84199,0
94911,0
106259,0
81518,0
106055,0
91458,0
10378,0
108749,0
19570,0
19279,0
61140,0
67329,1
34734,0
3394,0
72233,0
16996,0
97697,0
66654,0
45070,0
65231,1
7046,0
100532,0
65959,0
72101,0
12139,0
43182,0
4584,0
22806,0
23557,0
69244,0
66418,0
33471,0
50097,1
74922,1
87093,0
54543,0
25030,0
99934,0
77438,0
4750,1
10497,0
47604,0
23110,0
71123,1
28686,0
14069,0
112879,0
15661,0
30409,0
94420,0
80956,0
23918,0
37951,0
59374,0
4085,0
80722,0
28064,1
84383,0
87682,0
2957,0
85143,0
33572,0
90187,0
12769,0
44899,1
64093,0
26358,0
110666,0
88319,0
29922,0
38007,0
86278,0
75910,0
36402,0
33683,0
41271,0
68148,0
61662,0
22112,0
79872,0
35617,0
96749,0
98144,1
49595,0
79622,0
67925,0
76121,1
47835,0
5985,0
85744,0
30536,0
95756,0
72955,0
109842,0
48737,0
81671,0
31649,0
57093,0
49369,0
83675,0
17928,0
14825,0
24343,0
90500,0
29651,1
29488,0
71050,0
67788,1
25457,0
44231,0
3490,0
122673,0
54867,0
49063,0
30595,0
29042,0
34826,0
77458,0
84681,1
90154,0
52788,0
62450,0
78430,0
56147,0
5133,0
7564,0
26146,0
79262,0
72942,0
107989,0
85333,1
28666,0
21675,0
64094,0
44303,0
85543,0
115998,1
84767,1
15639,1
101388,0
100079,0
36937,0
44457,0
48746,0
69606,0
105717,1
25485,0
52051,0
87828,0
26769,0
115818,1
35369,0
53771,0
87986,0
76712,1
112049,0
41053,1
67251,0
97149,0
83656,1
58346,0
8217,0
81143,0
53729,0
32341,0
47428,0
105086,0
127030,0
3969,0
49142,1
108206,0
79855,0
6237,0
126016,0
77729,0
88517,0
9680,1
76153,0
17411,0
91037,0
54926,1
78020,0
95140,0
15279,0
69382,1
6933,0
78195,1
117055,0
84666,0
67755,0
116079,1
105059,0
88003,1
34791,0
49277,0
38716,0
1116,1
39073,0
89719,1
87158,0
82496,0
73201,0
36933,0
52241,0
26738,1
11236,0
68690,0
66541,0
94296,1
5294,0
68432,0
92752,0
63954,0
15055,0
53543,0
21531,0
79959,0
9018,0
26268,0
73031,0
103026,0
116572,1
9429,0
26751,0
39530,0
64641,0
92799,0
46012,0
98839,0
115495,0
78213,0
8539,0
104782,0
57721,0
71439,0
57126,0
67057,0
89554,1
73244,0
12796,0
106993,0
101936,1
56219,0
69141,0
34680,0
80038,1
106437,0
24361,0
81617,1
30128,0
97729,0
24837,0
60018,0
54780,0
111563,0
84475,0
24819,0
8043,0
22803,0
49376,1
99328,0
66801,0
87995,0
41282,0
70271,0
39902,0
46439,0
58292,0
32982,0
6667,0
76815,0
26137,0
27931,0
60767,0
94270,0
34473,0
16778,0
87812,0
109496,0
90487,0
26202,1
96606,0
126260,0
15971,0
71735,1
84819,0
73915,0
70432,0
14267,0
68220,0
25251,0
6930,0
80242,0
50576,0
51731,0
17926,0
66311,0
99568,0
95164,0
76793,0
26578,0
24284,0
634,0
7933,0
25425,1
28948,0
96320,0
49068,1
103963,0
70575,0
69735,0
47000,0
2454,0
95969,0
7229,1
35432,0
35954,0
33169,1
64779,0
65724,0
111679,1
111060,0
108852,1
31477,0
43083,0
56435,0
36798,0
17514,0
5327,1
89298,0
88757,0
80367,1
57073,0
88161,0
75982,0
105424,0
61835,0
43615,0
96159,0
46731,0
49690,0
25268,0
110182,0
26296,1
114920,0
23444,0
26022,0
84637,0
15351,0
92718,0
111795,1
23421,0
63295,0
58344,0
91938,0
85568,0
108409,0
69776,1
45886,0
31960,1
68927,0
22063,0
97115,0
38896,0
87637,0
74974,0
38742,0
90954,0
82753,0
75726,0
20863,0
113362,0
101077,0
63867,0
22569,0
50699,0
27948,0
49697,0
13019,0
112720,0
72808,0
11446,1
77725,0
17379,1
72996,0
12113,0
103761,0
92633,1
92308,0
44641,0
103770,1
88590,0
48443,0
25232,1
29720,1
52553,0
9120,0
72497,1
85930,0
113978,0
59141,1
29791,0
65933,0
1679,1
65310,0
7964,0
10680,0
67589,0
47591,0
80645,0
71967,0
92403,1
51287,0
9525,1
32554,1
71743,1
22233,0
28417,0
35147,1
88107,1
33951,0
102701,0
93863,1
51988,0
8967,0
85851,0
18159,1
22384,0
94257,0
80008,1
22941,1
15573,1
53283,0
6962,0
93296,1
36436,0
110377,0
103843,0
29353,1
87698,0
16151,0
39899,0
48087,0
74372,0
14684,0
71308,0
82278,0
64915,1
82167,1
103544,0
106404,0
92113,1
39218,0
18990,0
49401,0
68185,0
104091,0
59028,0
56894,0
28083,0
117338,1
65790,0
66415,1
99829,0
50380,1
59032,0
78509,0
5374,0
53679,0
71590,0
23575,0
84709,0
57953,0
87179,0
110197,0
93767,0
113807,0
11456,0
98200,0
35915,1
14989,0
89490,0
50452,0
48993,0
84604,0
30733,0
88760,1
53474,1
46244,1
36582,0
117805,0
10272,0
108840,1
9203,1
115427,0
37117,1
58996,0
25308,0
81494,0
18117,0
14467,0
105632,0
23007,0
3505,0
38881,1
31289,0
102755,0
99306,0
57878,0
113126,0
27140,0
81006,0
106111,0
47464,0
22133,0
30302,0
7074,0
105207,0
77976,0
17045,0
83408,0
107370,0
51856,0
98139,1
34915,0
22554,0
37005,1
50646,1
40207,0
91678,0
46562,0
75886,0
55373,0
68230,0
58317,0
88474,0
24540,0
104163,0
55726,1
48330,0
38453,0
39592,1
51572,0
38095,0
17812,0
10057,0
113466,0
77690,0
43204,0
100086,0
102027,1
39754,0
21349,0
42065,0
24198,0
9848,0
2366,0
5427,0
12017,1
76638,0
113200,0
54630,0
22229,0
78296,0
61265,1
39755,0
23364,0
4577,0
40106,0
27308,1
116586,1
98975,0
67365,0
3925,0
111213,0
88614,0
6693,0
16423,0
89844,0
79324,0
54098,0
54668,0
13067,1
6928,0
50522,0
28891,0
83129,0
44233,0
53039,0
22937,0
72860,0
28810,0
9303,0
92643,0
61913,0
94402,0
103553,0
103059,0
97,0
20635,0
86402,0
91235,0
15004,0
14161,1
69726,0
69254,0
51032,0
23024,0
46977,0
32818,0
32,0
45196,0
73723,0
104303,0
32129,1
15270,0
92196,0
88831,0
24919,1
72959,0
85816,0
49233,0
7551,0
43224,0
35414,0
10177,0
64761,0
13917,0
108210,0
2620,0
102159,0
75972,1
82008,0
29602,0
87006,0
43312,0
33310,0
64579,0
28687,0
28661,0
80164,0
23636,0
25237,0
76273,0
55873,0
19953,0
63690,0
88058,0
126884,1
50199,0
49716,0
6508,0
62689,0
18185,0
83626,0
48866,0
50805,0
51031,1
5688,0
27954,0
103523,0
103147,0
99189,0
17146,0
8381,0
84682,1
60816,0
60319,0
76109,0
60412,0
2106,0
83883,0
83832,1
122146,0
58648,0
21353,0
52047,1
38872,0
116989,0
48016,0
14750,0
82879,0
50907,0
14316,0
30495,0
116842,0
13669,0
49630,0
40335,0
112358,1
74636,0
75585,0
20972,0
53892,0
85535,0
25060,0
2844,0
76065,0
64493,0
81401,0
126106,0
50697,0
44328,0
63777,0
89856,0
62846,0
76686,0
39529,0
38744,0
7048,0
84679,1
59158,0
122130,0
16939,0
92624,0
105275,0
14739,0
37560,0
6030,0
5953,0
21298,0
19021,0
83564,0
72202,0
113524,0
77086,1
85454,0
117082,1
69845,0
47064,1
101752,0
93792,0
30895,1
68587,0
31050,0
12423,0
29093,0
31450,1
31896,0
58488,0
19961,0
81845,0
38343,0
78955,0
55823,0
88952,0
29775,0
54565,1
78465,0
56641,0
40482,0
58534,0
6602,0
53544,0
53027,0
8541,1
113601,0
1134,0
98665,1
92686,0
19665,0
24264,0
14722,0
94410,0
75253,0
101901,0
64431,1
30088,0
113015,0
35326,0
9499,0
86093,1
110885,0
99807,0
22342,0
89781,0
77364,0
800,0
15797,0
72934,0
13674,0
71114,0
47235,0
84548,0
9489,1
36687,0
105350,0
33478,0
107253,0
99254,0
22511,0
26536,0
74370,0
38569,0
16688,0
13022,0
45161,1
92943,0
15926,0
59068,0
68115,0
111920,0
79562,1
81125,0
62837,0
88546,0
113213,0
55015,0
116856,0
87010,0
71096,0
67108,0
40861,0
64751,0
105690,0
109368,0
113125,0
19127,0
4044,0
127360,1
98954,0
41509,1
54642,0
11015,0
117601,1
64354,0
63858,0
45188,0
72593,0
67351,0
117930,0
12971,0
74113,0
76120,1
64772,1
28609,0
79599,0
16993,0
114304,0
39574,0
101618,0
10644,0
19129,0
90153,0
92199,0
43851,0
14004,0
51358,0
71171,0
15754,0
51819,0
26899,1
37416,1
68532,1
83072,1
64848,0
73353,0
75422,0
36977,0
124159,1
11795,0
30540,0
65131,0
4131,1
107154,0
19774,1
91809,1
65182,0
125379,0
49383,0
71,0
84085,1
13431,0
104985,1
37600,0
15505,0
45652,1
25367,0
89857,0
671,0
34976,0
105580,0
28898,0
67850,0
45889,0
72353,0
17576,0
27483,0
75751,0
1299,0
42450,0
107869,0
98788,1
42334,0
105295,0
15302,0
7961,0
8851,1
88805,0
114880,0
71784,1
33350,0
116200,1
81353,0
89926,0
33185,0
21361,0
16962,0
15346,0
86962,0
108410,0
28487,0
20540,0
10804,0
91497,0
16483,0
41939,0
56290,0
101780,0
8241,0
3145,0
114888,0
94186,0
114281,0
94836,1
60107,0
9171,0
101569,1
22697,0
23230,0
44693,0
14219,0
14399,0
97343,1
73952,0
67607,1
58567,0
112897,0
45750,0
74773,0
425,0
79475,1
112610,0
28488,0
68933,1
87213,0
83358,0
34407,1
70478,0
87331,0
28494,0
59674,1
5706,0
27779,1
13934,0
111486,1
63285,0
34508,0
80594,0
82531,0
36291,0
44924,0
81483,0
6708,1
91332,0
71796,0
74735,0
47441,0
3174,0
78412,0
72062,0
4348,0
67459,1
50386,0
13503,0
34058,0
9196,1
891,1
54820,0
77381,0
7443,0
26754,0
4108,0
6088,0
34840,0
7794,0
93083,0
35152,1
13483,0
86614,0
39050,1
34133,1
70028,0
88473,0
42267,0
89356,0
64753,0
76119,0
18281,0
125566,0
16130,1
48409,1
28931,0
113731,0
31490,0
6486,0
67752,0
59259,0
62347,0
79758,0
96464,1
19686,0
4889,1
87156,0
102098,0
17585,0
7847,0
39494,0
32812,0
85385,0
3693,0
13812,0
107022,0
82487,0
49757,0
6061,0
97321,0
67338,0
63552,1
54589,0
21360,0
97962,0
90302,0
64236,0
43102,0
38936,0
26055,1
17505,0
41549,1
15123,0
2847,1
84589,0
48131,1
69770,0
89778,0
57079,0
97700,0
93126,0
105190,0
76170,0
84248,0
76375,0
43717,0
48381,0
19553,0
93973,0
3308,0
95862,0
43488,0
86944,1
90457,1
3860,0
84482,0
63677,0
31888,0
86317,0
8579,1
31644,0
22155,0
86164,1
15250,0
118770,0
116998,0
98,0
103869,0
43548,0
45852,0
28284,0
52609,0
17639,0
2074,0
113346,0
52268,1
32454,1
86373,0
9592,0
117027,0
43208,0
77162,1
9585,0
40049,1
28227,0
58782,1
113080,1
39381,1
60023,0
53818,0
72627,1
38183,0
98734,0
80335,0
691,0
58738,0
8236,0
80031,0
8634,1
7955,0
97349,1
74374,0
71874,0
73922,0
69504,0
2860,0
31262,0
51446,0
8780,1
70658,0
16718,0
32232,0
87300,0
14421,0
19838,0
60939,1
108691,0
47921,0
41500,1
18279,0
94024,0
65475,0
83238,0
50731,1
72232,0
95501,0
63830,0
12263,0
33586,1
27374,0
100054,1
43042,0
47440,0
81136,0
53314,0
82495,0
32922,0
30393,0
18200,0
86149,0
58157,0
58337,0
4236,0
48931,0
92462,0
25575,0
19901,0
8918,0
88478,0
44945,0
32892,0
25108,0
13614,0
40541,1
10633,0
91990,0
75425,0
79060,1
10674,1
43928,0
27011,0
86211,0
29459,0
72676,0
71295,0
18413,1
53373,0
94842,0
33806,0
58922,1
21282,0
14401,1
82161,0
234,0
25495,0
79820,0
80575,0
81085,1
13520,0
82237,0
42180,0
100818,0
70623,0
32121,0
111885,0
602,1
73530,0
10923,0
114795,0
93807,0
16915,0
21789,0
18503,0
17645,0
2738,0
33838,1
90119,1
36494,1
51050,0
37930,0
28340,0
97198,1
40344,0
53719,0
65481,0
86138,0
36794,0
38906,0
96790,0
29186,0
37611,0
25388,0
41951,0
85853,0
17179,0
20147,0
80982,1
39206,0
65961,0
70586,0
99827,0
68059,0
101634,0
97922,0
4758,0
102823,0
38860,1
7655,0
35084,1
13616,0
88646,0
120639,0
104006,1
3181,0
93433,1
81475,0
604,0
88553,0
86998,0
4257,0
112090,0
104593,0
69236,0
97354,0
83139,0
8628,1
34627,0
10840,1
46580,0
58473,0
86491,0
23502,0
4190,0
69246,0
47791,0
3762,1
54724,0
12625,0
68302,0
74770,0
80634,0
114673,0
103891,0
3407,0
75654,0
96325,0
43362,0
78500,0
10145,0
37708,0
42352,0
10861,1
47126,0
26389,1
1366,0
31514,1
95519,0
12293,0
75679,1
12866,0
20105,0
55716,0
96003,0
117373,0
66958,0
28778,0
99460,0
65839,0
59044,0
52446,1
7908,0
34080,0
85898,0
90168,0
15213,0
90042,0
98102,0
8532,0
114207,0
91982,0
2335,1
79337,0
5736,0
55045,0
51259,1
93497,0
17063,0
23188,0
70979,0
14366,0
105837,0
16081,0
15243,0
426,0
9897,0
40578,1
65060,0
8491,0
92418,0
72879,1
11652,0
2157,0
46327,0
85238,0
53355,0
56617,0
2616,0
61458,0
68861,0
62082,0
56619,0
99288,0
42832,1
111826,0
59641,0
100138,0
84672,0
87964,0
57422,0
4983,0
119561,0
85341,0
26357,0
61999,1
8489,0
42007,0
2475,1
53834,1
118772,0
26334,0
104690,0
114130,0
25680,0
117932,0
27270,0
65006,0
83643,0
31195,0
94968,0
80619,0
66330,0
48915,0
65181,0
9658,0
36615,0
15739,0
51864,0
23754,0
44972,0
7764,0
23176,0
24180,0
67627,0
61779,0
1613,0
7026,0
79219,0
67224,1
21601,0
105757,1
28720,0
85015,0
85090,0
82730,0
32446,0
55180,0
100396,0
79097,0
27625,0
29030,0
19816,0
75524,0
13082,0
37890,0
31518,0
96658,0
20167,0
63298,0
28607,1
71744,1
26868,0
65066,0
110511,1
75633,1
79447,1
82330,0
39757,0
27942,0
23959,0
42434,1
58033,0
67800,0
7771,0
12217,0
28513,1
73399,0
15696,1
69894,0
15910,0
38102,0
88626,0
57378,0
46866,0
9865,0
43303,0
32211,1
80582,0
62295,0
17177,0
81443,0
67716,0
9311,1
38725,0
322,0
42943,0
28887,0
105216,0
44057,0
60986,0
84302,1
45234,1
4385,0
97143,0
565,0
92699,0
100569,0
30224,0
3751,0
1982,0
3543,0
8672,0
44575,0
9371,0
51460,1
77845,0
21833,0
67271,0
64652,0
42386,0
72868,0
94149,1
53134,0
82759,0
112785,0
64548,0
49331,0
70618,0
104437,0
94190,0
12360,0
89606,0
29064,0
47047,0
18933,0
88212,0
43360,1
76458,0
96460,0
19532,0
67041,0
67934,0
92319,0
30328,0
43845,0
72409,0
96763,1
27184,0
54171,0
31730,0
92628,0
29936,0
11339,0
15089,0
38090,0
73946,0
69070,0
99835,0
92860,0
19433,0
88681,0
112710,0
35709,0
73923,1
80436,1
100619,1
13923,0
39891,0
21766,0
22026,0
30584,0
87265,0
104436,0
69600,0
52794,0
81405,0
42748,1
70137,0
60097,0
56847,0
2169,1
46925,0
76730,1
109459,0
7003,0
94532,1
71983,0
51,1
31861,0
95774,1
77073,0
126066,0
49804,0
38194,0
29123,0
88438,0
127364,1
33279,0
68667,0
100416,0
45317,0
11057,0
17459,0
36702,0
16627,0
37845,1
4987,0
30546,0
29233,0
34770,0
102529,0
77503,1
102901,0
48547,0
104973,0
62752,0
88683,0
81913,1
89487,1
59016,0
4975,0
8889,0
19263,0
67905,0
8284,0
102359,0
86572,1
43479,0
92917,0
70636,0
72014,0
77609,0
1875,0
44822,0
16271,1
93356,0
103243,0
69310,0
34344,1
82182,0
11472,0
23531,0
60112,0
80880,0
29584,0
51660,1
6054,1
17175,0
11471,0
80039,1
48954,0
9907,0
103957,0
50063,0
8473,1
29079,0
51225,1
1267,1
43541,0
85195,0
31517,0
79456,1
111636,0
68787,0
70339,1
21954,0
71789,0
80282,1
50190,0
56348,0
10098,0
69510,0
45182,0
23961,0
51550,0
10634,0
24002,0
83201,0
56399,0
5663,0
660,0
23962,0
105042,0
95833,0
27783,0
82818,0
88207,0
32257,1
30684,0
26678,0
83562,0
85391,0
74453,0
26962,0
23547,0
101906,1
56468,0
4313,0
39852,1
90133,0
3680,0
21140,0
20118,0
89102,0
13003,0
15698,1
49534,0
59544,1
109445,0
14148,1
10696,1
12514,0
72461,1
93798,0
39659,0
18248,0
62620,0
76214,0
68036,0
54333,0
38456,0
45189,0
95390,0
77842,0
6290,0
78488,0
126960,0
2984,1
84044,0
59174,0
24511,0
64547,0
32648,1
35846,0
12543,0
66869,1
117197,0
10567,1
101130,0
35871,0
21506,0
81170,0
67846,0
17524,0
48594,0
80739,0
24860,0
100782,0
63459,0
48918,0
51753,0
47951,0
110029,0
27453,0
105276,0
84523,0
5253,0
68562,1
70729,0
16967,1
67911,0
43758,0
43741,0
18486,1
1118,1
60086,1
35553,0
64756,0
12800,0
13217,0
12582,0
11400,0
8347,0
105689,0
39394,1
58582,0
46425,0
18010,1
62216,1
65834,1
102425,1
95146,0
63452,1
73807,0
108208,0
110690,0
68865,0
10153,0
30143,0
92878,1
104190,0
95200,0
108155,0
106664,0
81313,0
24876,1
4088,0
59054,0
76578,0
38921,0
80014,1
101818,1
85174,0
73990,0
92356,0
64778,0
61184,1
86697,0
50670,0
82311,0
26060,0
77245,1
7795,0
61224,0
2945,0
31847,0
50496,0
37676,0
41663,0
38416,0
67652,0
41203,0
31608,0
31718,0
92145,0
73940,0
63681,0
77079,1
28736,0
58472,0
13006,0
79472,0
4423,0
37689,1
3856,0
27406,0
50914,0
100145,0
12214,0
3708,0
9251,0
65216,0
54244,0
44193,0
86474,0
19388,0
53192,0
88605,0
94819,0
14634,1
103918,1
80227,0
37106,0
10768,0
37712,0
6330,0
29885,0
54698,0
24178,0
94830,0
81172,0
32271,0
27837,0
19224,1
66835,0
54747,1
19646,0
46855,0
65928,0
47427,0
21460,0
11156,1
97394,0
73016,0
94417,0
13397,1
7155,0
95215,0
18887,0
64957,0
56816,0
115810,1
56693,0
43576,0
117318,0
43996,1
45213,0
109200,0
80375,0
97160,0
33536,0
44117,0
31408,0
68338,0
67126,0
72079,0
94092,1
109195,0
8327,0
41938,0
8456,0
127465,1
74020,0
8666,0
67783,0
62897,0
114826,0
14261,0
91210,0
87989,0
31948,0
43305,0
13050,0
90228,0
50555,0
6897,0
32140,0
13110,1
81156,0
15158,1
31573,0
72783,0
53587,0
104236,0
62034,0
28374,0
110768,0
30472,1
40515,0
26577,0
27843,0
13670,0
33620,1
94160,0
476,0
46603,0
80607,0
758,0
90037,0
102911,0
51766,0
88237,1
33490,0
68924,0
103280,0
29467,0
11426,0
31626,0
7137,0
52215,0
104301,0
24239,0
69607,0
278,0
66931,0
64537,0
23079,0
75321,0
38773,0
88807,0
35656,0
53311,0
80120,0
29096,0
77680,0
68344,0
99247,0
35270,0
23580,0
4287,0
64340,1
7185,0
93026,0
20216,1
63410,0
39303,0
74482,1
10174,0
69258,0
5589,1
36859,0
89866,0
8864,0
86866,0
82005,0
68388,0
3998,0
24085,0
33299,1
91852,1
14735,0
28267,0
76457,0
83794,0
10218,0
26367,0
29198,1
69209,0
35592,0
49288,0
69287,0
30959,0
30818,0
74995,0
23036,1
89705,0
31716,0
12042,0
66572,0
53353,0
54175,0
28141,0
39092,1
59634,0
84906,0
18692,0
110683,1
58168,0
84025,0
104800,0
29869,0
39750,0
90542,1
59360,1
20343,0
12473,0
74457,0
27064,0
69397,0
93423,0
22864,0
8578,1
9461,1
69568,0
17798,0
75366,0
13401,1
96456,0
51758,0
28074,0
90189,0
65815,0
3132,0
9474,0
59553,0
13063,1
76636,0
58321,0
1850,0
31132,0
105262,1
49329,0
113751,0
74449,0
31401,0
626,0
6428,0
49981,0
17711,0
5460,0
23627,0
56155,0
18670,0
48888,0
78829,0
35358,0
72643,0
62759,1
55532,0
2886,0
100848,0
110319,0
19248,0
28328,0
52950,0
25323,0
81628,0
29966,0
85492,0
72913,0
17715,0
16677,0
71479,0
5340,0
77688,1
36089,0
59661,1
25764,1
79727,0
24880,0
19137,0
49020,0
36051,0
84359,0
76612,1
28402,0
8161,0
9032,1
85407,0
82806,0
19473,0
56786,0
100468,0
77225,0
22067,0
60608,0
103676,1
37679,0
18102,0
15094,1
85862,0
102193,0
12989,1
31484,0
86843,0
96250,0
7720,0
86293,1
45073,0
74971,0
58611,0
10607,0
40271,0
29261,1
84886,0
89775,1
48578,0
112144,1
68930,0
94345,0
4146,0
87791,0
3676,0
12900,0
27754,0
76896,1
77821,0
44554,0
13542,0
81394,0
48732,0
54074,0
56375,0
38598,0
62864,1
116670,0
34027,0
41168,0
62892,0
111212,0
10912,0
51286,0
4248,0
37223,0
43051,0
92258,1
38736,1
25496,0
71900,0
86360,1
48681,0
7148,0
77516,0
53484,0
54285,0
85638,0
84115,0
95732,0
1203,0
52958,0
7740,1
57707,0
84974,0
3687,1
37483,1
105578,1
34769,0
45218,0
37229,0
63471,0
90687,0
26676,0
285,0
32479,0
38714,1
96375,0
90566,0
89522,0
17794,0
56839,0
1464,0
95891,0
25208,0
50333,0
49018,1
97989,1
50544,0
16777,0
102398,0
93109,0
30375,0
71846,0
79063,0
75255,0
20157,0
19872,0
2102,0
29551,0
58435,1
35812,1
42960,0
85806,0
66429,1
60363,0
33989,1
96536,0
47287,0
28837,1
103521,0
1919,0
73175,0
65745,0
86936,0
32928,0
16004,0
83715,0
93752,0
64131,0
21865,0
46186,0
75283,0
28514,1
125,0
72161,1
36198,1
122346,0
6730,0
37227,0
47344,0
78054,1
2808,0
35050,0
37265,0
57481,0
83387,1
8661,0
19550,0
124164,0
38152,0
1483,0
60273,0
55510,0
35942,0
106330,0
29729,1
22005,0
86392,0
55576,0
27907,0
21472,0
20882,0
90424,0
65849,0
71903,0
10881,0
81260,0
8310,0
17058,1
111829,0
74904,0
64692,0
105356,0
75967,1
88766,0
62420,0
11833,0
3647,0
36990,0
13537,0
38098,0
34256,0
42480,0
11535,0
84039,0
52919,1
60750,0
36749,0
51313,0
13379,0
36151,0
67686,0
29987,0
82450,0
17535,0
117354,0
4902,0
92474,1
62781,1
22126,0
113867,1
69840,0
68807,0
108645,0
100249,1
55149,0
94561,0
54711,1
17019,0
57706,0
98470,0
17098,0
44258,0
28702,0
50720,0
46125,0
112905,0
39509,1
50645,1
82626,1
126383,0
30935,0
30004,0
50999,0
76650,0
125132,0
109686,0
520,1
35735,0
51148,0
54267,1
91869,0
10603,0
22580,0
96538,1
9156,0
27101,0
54939,1
71086,1
83733,0
50774,0
96637,0
49885,0
4468,0
112908,0
56969,0
45892,0
104673,0
68470,0
51046,1
14929,0
21324,0
18714,0
29596,0
73719,1
117836,0
74906,0
46005,0
97730,0
33130,0
51483,0
39449,0
28029,0
9536,0
95738,0
39055,0
97146,0
51217,1
3920,0
80517,0
83653,0
35688,0
61617,0
94025,0
36457,0
84426,0
91066,0
77586,0
112183,0
88869,0
6865,0
19811,0
41218,0
29126,0
29304,1
31838,0
89831,0
26177,0
11654,0
117548,0
41344,0
54072,0
82442,0
80577,0
1259,0
86184,0
70123,0
103841,0
161,0
99107,0
17935,0
75719,0
79652,1
124978,0
32229,0
87764,0
42586,0
1102,1
99408,0
83540,0
33115,0
40552,0
12339,0
52756,1
75463,0
31889,0
70430,0
78399,0
55037,0
96006,0
5903,0
112951,0
4356,0
74725,0
3096,0
64858,0
9359,1
15924,0
24843,0
55256,1
62004,0
80484,0
28586,0
50579,0
102061,0
51608,0
29961,0
21309,0
66969,0
78817,0
64755,0
14788,1
86487,0
39235,1
48099,1
59069,0
51102,0
86946,1
94571,0
35217,0
43122,0
103448,0
90091,0
20110,0
1692,0
299,0
80050,1
58584,0
28563,0
53378,0
106933,0
99590,0
99468,0
74868,0
25228,0
16445,0
41094,0
21878,0
93745,0
33498,0
54602,1
118107,0
49354,0
12260,0
44390,1
25111,0
93666,0
50903,0
8713,1
44604,1
114530,0
30093,0
56836,0
46495,0
78677,0
87545,0
54056,0
47619,0
43496,0
113881,0
47472,0
26940,0
80182,0
94297,1
101492,0
96600,0
41876,0
8277,0
16931,0
7849,1
71122,1
110838,0
35401,0
124701,0
1222,1
14854,0
92756,0
83106,0
6043,1
35930,0
91559,0
32092,1
46639,0
30245,1
57053,0
51158,0
54748,1
98525,0
53296,0
75453,0
40500,0
86223,0
22065,0
31558,0
65989,0
26714,0
27951,1
23612,0
2899,0
66009,0
10836,0
56908,0
45711,0
66481,0
119560,0
69537,0
28900,1
37502,0
107088,0
45516,1
7018,0
17033,0
90395,0
71216,0
87919,1
104284,1
96730,0
81203,0
11268,0
26892,1
100469,0
6154,0
117418,0
44122,0
97097,0
42978,0
97676,0
106428,1
89398,0
67938,0
107920,0
25745,0
2003,0
91251,0
74836,0
10191,0
24806,0
21032,0
53504,0
22213,0
67787,1
73549,0
42028,0
124356,1
66124,0
93186,0
44743,1
17541,0
13906,1
17043,0
98604,1
71865,0
7021,0
13086,1
45810,0
16948,0
70037,0
72892,0
110000,0
8711,1
81911,0
117316,1
17077,0
5376,0
50378,0
74346,0
86056,0
72822,1
49644,0
31087,1
28187,0
64998,0
4851,0
16977,0
65992,0
8062,1
17244,0
48268,0
126580,1
38873,0
6459,1
39333,0
4609,0
107830,0
125408,1
96157,0
16503,0
67622,0
58754,0
107141,0
97636,0
108745,0
36232,0
101784,0
34531,0
25026,0
40999,0
79817,0
108140,0
111906,0
49739,0
6443,0
12140,0
96607,0
75330,0
86743,1
28362,0
15036,0
47877,0
58531,1
18637,0
64663,0
44739,0
102104,1
20311,0
90046,0
75105,0
23585,0
9863,0
101230,0
104330,1
53626,0
81162,0
95620,0
24350,0
109682,0
997,0
19219,1
112499,1
56873,0
51392,0
7956,0
112978,0
100216,0
50041,0
60434,0
105930,0
2526,0
21410,0
27008,0
58489,0
6100,0
61811,0
114269,1
92955,0
86394,0
16792,1
61749,0
78136,0
1375,1
53105,0
15813,1
8179,0
51842,0
53334,0
21008,0
86632,0
93011,0
64942,0
91023,0
70347,0
184,0
21830,0
39233,1
75943,0
64005,0
91078,0
27834,0
34874,0
38609,0
125765,0
97568,0
110840,0
46281,0
53897,0
84381,0
44529,0
119558,0
